1,30,30,30,30,72,44,78,23,9,40,65,92,42,87,3,0,0,0
2,3,3,3,3,69,9,57,60,33,99,78,16,35,97,26,12,0,0
3,49,49,49,49,79,21,67,72,93,36,85,45,28,91,94,57,0,0
4,68,68,68,68,90,24,96,30,3,22,66,49,24,1,53,77,0,0
5,81,81,81,81,35,13,65,14,63,36,25,69,15,94,29,1,0,0
6,51,51,51,51,98,88,23,5,82,52,66,16,37,38,44,1,0,0
7,58,58,58,58,77,97,94,4,9,31,45,75,35,98,42,99,0,0
8,94,94,94,94,8,95,68,13,30,6,62,42,65,82,52,67,0,0
9,1,1,1,1,90,31,38,57,16,90,40,79,35,6,72,98,0,0
10,89,89,89,89,60,5,26,23,6,13,70,38,94,20,44,66,0,0
11,38,38,38,38,44,90,50,59,23,47,85,17,72,39,47,85,0,0
12,44,44,44,44,68,35,15,25,34,42,11,79,52,44,95,18,0,0
13,33,33,33,33,69,97,53,47,25,10,62,11,8,77,61,25,0,0
14,67,67,67,67,39,74,31,56,1,72,60,94,84,55,89,7,0,0
15,55,55,55,55,55,6,63,2,76,8,49,31,44,38,8,97,0,0
16,31,31,31,31,14,19,75,9,80,29,23,54,60,37,45,17,0,0
17,97,97,97,97,48,4,50,50,76,12,54,97,4,81,48,65,0,0
18,53,53,53,53,83,47,7,73,22,5,76,53,24,30,66,0,0,0
19,98,98,98,98,55,33,57,76,78,66,57,11,78,14,19,37,0,0
20,33,33,33,33,97,31,88,89,73,77,4,58,0,54,60,15,0,0
21,46,46,46,46,7,38,0,26,35,57,13,14,93,60,54,18,0,0
22,63,63,63,63,2,17,43,19,67,47,69,95,3,73,3,48,0,0
23,30,30,30,30,24,32,73,3,97,20,50,31,80,3,0,20,0,0
24,50,50,50,50,34,80,79,32,74,49,42,49,71,10,79,83,0,0
25,71,71,71,71,29,18,46,99,30,21,76,24,44,58,96,71,0,0
26,40,40,40,40,3,51,1,5,80,18,74,49,13,20,25,12,0,0
27,50,50,50,50,24,95,57,11,90,66,10,93,53,65,60,42,0,0
28,10,10,10,10,0,99,27,71,87,14,25,41,17,48,42,15,0,0
29,11,11,11,11,39,54,5,29,53,89,66,56,4,60,98,92,0,0
30,52,52,52,52,39,98,1,11,16,91,71,28,71,61,45,20,0,0
31,50,50,50,50,11,63,94,33,27,27,95,31,42,16,6,15,0,0
32,3,3,3,3,24,8,36,81,15,10,16,5,73,81,20,91,0,0
33,28,28,28,28,25,84,67,49,76,46,76,66,67,20,84,91,0,0
34,18,18,18,18,18,34,25,67,89,18,14,25,18,28,29,34,0,0
35,96,96,96,96,35,83,48,65,11,52,64,76,37,75,45,10,0,0
36,37,37,37,37,99,47,15,93,79,29,64,79,1,25,89,58,0,0
37,17,17,17,17,46,38,43,38,36,21,19,96,47,88,59,87,0,0
38,89,89,89,89,84,34,67,19,15,45,76,61,25,19,31,3,0,0
39,3,3,3,3,79,65,91,7,24,65,21,54,6,50,3,32,0,0
40,17,17,17,17,0,89,65,47,22,79,17,16,48,62,29,39,0,0
41,52,52,52,52,66,21,57,96,55,30,94,55,21,12,93,27,0,0
42,52,52,52,52,56,70,3,39,14,99,66,35,21,43,52,86,0,0
43,69,69,69,69,5,43,11,31,92,16,99,71,39,70,36,91,0,0
44,10,10,10,10,83,76,89,91,34,11,4,26,91,90,22,64,0,0
45,27,27,27,27,79,84,37,70,61,81,65,2,32,32,54,59,0,0
46,19,19,19,19,50,77,41,36,20,99,12,59,56,90,52,48,0,0
47,1,1,1,1,95,21,31,1,45,61,57,10,28,5,73,37,0,0
48,75,75,75,75,18,0,89,62,54,63,43,89,50,35,15,64,0,0
49,92,92,92,92,16,14,20,60,50,68,41,47,96,87,1,34,0,0
50,53,53,53,53,71,29,93,19,71,20,64,79,30,10,80,13,0,0
51,28,28,28,28,93,75,80,0,96,47,70,87,43,33,52,61,0,0
52,57,57,57,57,23,98,14,45,62,9,10,49,18,90,55,43,0,0
53,21,21,21,21,51,26,51,59,83,14,37,79,98,0,37,85,0,0
54,60,60,60,60,67,40,7,66,28,62,63,69,90,23,78,13,0,0
55,0,0,0,0,94,7,56,51,86,31,44,39,76,84,52,8,0,0
56,71,71,71,71,70,63,47,24,43,54,8,81,52,88,63,59,0,0
57,87,87,87,87,53,99,88,44,80,66,83,74,36,9,67,34,0,0
58,66,66,66,66,67,10,89,27,73,81,95,36,74,35,31,72,0,0
59,97,97,97,97,89,46,90,11,12,63,12,81,51,30,21,13,0,0
60,54,54,54,54,92,94,30,32,59,77,79,32,72,83,81,53,0,0
61,91,91,91,91,0,96,20,4,99,29,44,75,70,16,99,80,0,0
62,0,0,0,0,62,40,49,85,83,15,59,78,59,61,82,48,0,0
63,28,28,28,28,51,44,69,95,69,10,72,23,25,19,50,31,0,0
64,94,94,94,94,10,92,64,24,61,19,20,62,61,25,34,49,0,0
65,28,28,28,28,22,81,66,68,23,22,39,17,93,64,78,56,0,0
66,89,89,89,89,28,20,2,12,16,47,46,51,72,11,23,36,0,0
67,53,53,53,53,12,25,40,53,57,33,95,39,51,58,94,60,0,0
68,92,92,92,92,33,62,76,36,46,73,64,84,92,19,42,28,0,0
69,27,27,27,27,72,48,0,70,98,92,45,28,0,43,92,63,0,0
70,21,21,21,21,86,13,69,31,57,19,86,56,16,54,54,14,0,0
71,77,77,77,77,60,12,91,31,74,63,77,24,84,33,50,27,0,0
72,64,64,64,64,51,12,79,34,7,83,0,59,10,53,91,21,0,0
73,53,53,53,53,61,58,91,63,20,68,87,26,72,19,41,4,0,0
74,74,74,74,74,62,76,17,26,13,44,71,79,35,29,88,48,0,0
75,8,8,8,8,29,26,68,6,99,55,29,76,88,96,19,64,0,0
76,83,83,83,83,98,20,48,61,51,18,77,46,61,78,28,63,0,0
77,79,79,79,79,19,23,77,92,53,78,53,95,71,75,4,62,0,0
78,68,68,68,68,68,10,34,70,78,65,45,79,75,27,87,63,0,0
79,75,75,75,75,84,55,56,99,64,93,86,33,24,47,94,30,0,0
80,5,5,5,5,14,52,41,85,91,6,60,60,12,3,30,85,0,0
81,88,88,88,88,0,86,0,95,99,2,28,83,17,36,2,89,0,0
82,95,95,95,95,5,19,91,21,74,14,62,6,83,26,19,1,0,0
83,62,62,62,62,31,36,20,8,24,47,8,11,97,0,14,96,0,0
84,39,39,39,39,54,21,86,36,10,62,73,93,35,88,71,38,0,0
85,57,57,57,57,92,43,75,68,13,15,36,91,47,69,32,34,0,0
86,54,54,54,54,7,37,3,21,47,34,49,16,59,38,50,83,0,0
87,22,22,22,22,63,81,12,51,2,95,36,54,8,80,31,30,0,0
88,37,37,37,37,9,85,19,81,10,8,9,39,67,19,66,99,0,0
89,42,42,42,42,80,81,85,30,25,36,94,45,2,33,80,56,0,0
90,58,58,58,58,5,92,60,51,1,42,44,35,55,72,43,22,0,0
91,18,18,18,18,60,29,55,82,64,32,13,95,28,4,55,11,0,0
92,16,16,16,16,61,64,5,22,13,43,36,18,94,88,43,39,0,0
93,12,12,12,12,17,32,82,97,59,73,90,19,10,11,15,78,0,0
94,8,8,8,8,83,99,9,13,50,51,65,2,17,53,99,16,0,0
95,15,15,15,15,29,57,82,64,52,54,26,27,55,59,52,86,0,0
96,79,79,79,79,98,90,3,86,43,27,85,98,87,17,31,76,0,0
97,32,32,32,32,22,11,91,71,42,33,53,30,80,4,15,87,0,0
98,33,33,33,33,40,59,36,62,38,54,26,26,12,95,21,77,0,0
99,97,97,97,97,27,51,62,32,37,4,57,5,7,43,58,39,0,0
100,57,57,57,57,5,17,12,24,84,59,99,16,40,51,46,22,0,0
101,49,49,49,49,31,96,23,96,44,50,38,31,59,35,65,1,1,0
102,24,24,24,24,94,75,3,89,86,45,43,57,32,61,78,4,1,0
103,30,30,30,30,43,67,48,44,17,49,25,73,63,16,80,48,1,0
104,89,89,89,89,7,5,27,14,15,8,97,49,95,29,26,66,1,0
105,53,53,53,53,79,3,83,23,59,21,74,34,75,2,36,79,1,0
106,92,92,92,92,48,83,81,47,8,6,78,6,67,14,10,70,1,0
107,56,56,56,56,63,37,98,34,56,8,12,13,80,24,4,13,1,0
108,69,69,69,69,47,31,53,33,39,20,94,97,24,71,58,20,1,0
109,92,92,92,92,13,80,56,40,94,68,70,63,49,34,25,71,1,0
110,54,54,54,54,25,1,94,92,34,70,46,87,21,65,89,71,1,0
111,9,9,9,9,94,23,34,74,14,94,23,75,77,57,27,22,1,0
112,83,83,83,83,17,30,90,6,96,12,95,38,16,21,84,27,1,0
113,35,35,35,35,81,26,94,30,95,58,19,12,43,12,6,28,1,0
114,33,33,33,33,81,96,92,61,9,77,24,22,40,52,15,80,1,0
115,77,77,77,77,17,26,65,61,39,49,7,19,30,76,25,81,1,0
