721791,0.75,1.625,-0.125,0,0, ,0,0,0,0,13.3216,30.2068,0,0,0,0,0
,,,,,,,,,,,,,,,,,
721816,0.8125,1.625,-0.125,0,0,0,0,0,0,0,13.3216,179.2413,0,0,0,0,0
,,,,,,,,,,,,,,,,,
721841,0.9375,1.625,-0.1875,0,0,0,0,0,0,0,13.3216,31.9655,0,0,0,0,0
,,,,,,,,,,,,,,,,,
721866,1.4375,1.625,-0.1875,0,0,0,0,0,0,0,12.3278,105.9137,0,0,0,0,0
,,,,,,,,,,,,,,,,,
721891,1.6875,1.5625,-0.1875,0,0,0,0,0,0,0,13.3644,107.2068,0,0,0,0,0
,,,,,,,,,,,,,,,,,
721916,1.6875,1.5625,-0.1875,0,0,0,0,0,0,0,13.4508,102.3793,0,0,0,0,0
,,,,,,,,,,,,,,,,,
721941,1.6875,1.5625,-0.1875,0,0,0,0,0,0,0,13.3644,31.1206,0,0,0,0,0
,,,,,,,,,,,,,,,,,
721966,1.6875,1.5625,-0.1875,0,0,0,0,0,0,0,13.2791,39.8448,0,0,0,0,0
,,,,,,,,,,,,,,,,,
721991,1.6875,1.5625,-0.1875,0,0,0,0,0,0,0,8.5377,40.3448,0,0,0,0,0
,,,,,,,,,,,,,,,,,
722016,1.6875,1.5625,-0.1875,0,0,0,0,0,0,0,13.2791,42.6551,0,0,0,0,0
,,,,,,,,,,,,,,,,,
722041,1.6875,1.5625,-0.1875,0,0,0,0,0,0,0,13.2791,43.1379,0,0,0,0,0
,,,,,,,,,,,,,,,,,
722066,1.6875,1.5625,-0.1875,0,0,0,0,0,0,0,13.7161,32.6379,0,0,0,0,0
,,,,,,,,,,,,,,,,,
722091,1.6875,1.5625,-0.1875,0,0,0,0,0,0,0,13.3216,93.3103,0,0,0,0,0
,,,,,,,,,,,,,,,,,
722116,1.6875,1.5625,-0.1875,0,0,0,0,0,0,0,8.6139,29.5689,0,0,0,0,0
,,,,,,,,,,,,,,,,,
722141,1.6875,1.625,-0.1875,0,0,0,0,0,0,0,13.6266,32.2758,0,0,0,0,0
,,,,,,,,,,,,,,,,,
722166,1.6875,1.625,-0.1875,0,0,0,0,0,0,0,13.7161,30.2758,0,0,0,0,0
,,,,,,,,,,,,,,,,,
722191,1.6875,1.5625,-0.1875,0,0,0,0,0,0,0,13.3216,175.0862,0,0,0,0,0
,,,,,,,,,,,,,,,,,
722216,1.6875,1.5625,-0.1875,0,0,0,0,0,0,0,13.4944,36.1034,0,0,0,0,0
,,,,,,,,,,,,,,,,,
722241,1.625,1.5625,-0.1875,0,0,0,0,0,0,0,8.5377,36.3793,0,0,0,0,0
,,,,,,,,,,,,,,,,,
722266,1.625,1.5625,-0.1875,0,0,0,0,0,0,0,13.1529,40.5517,0,0,0,0,0
,,,,,,,,,,,,,,,,,
722291,1.625,1.5625,-0.1875,0,0,0,0,0,0,0,13.3216,39.2241,0,0,0,0,0
,,,,,,,,,,,,,,,,,
722316,1.625,1.5625,-0.1875,0,0,0,0,0,0,0,13.4508,26.5172,0,0,0,0,0
,,,,,,,,,,,,,,,,,
722341,1.625,1.5625,-0.1875,0,0,0,0,0,0,0,13.4075,41.9137,0,0,0,0,0
,,,,,,,,,,,,,,,,,
722366,1.625,1.5625,-0.1875,0,0,0,0,0,0,0,7.482,26.1896,0,0,0,0,0
,,,,,,,,,,,,,,,,,
722391,1.6875,1.5625,-0.1875,0,0,0,0,0,0,0,13.3216,27.7931,0,0,0,0,0
,,,,,,,,,,,,,,,,,
722416,1.875,1.5625,-0.1875,0,0,0,0,0,0,0,13.3216,29.6724,0,0,0,0,0
,,,,,,,,,,,,,,,,,
722441,1.9375,1.5625,-0.1875,0,0,0,0,0,0,0,13.4944,27.9137,0,0,0,0,0
,,,,,,,,,,,,,,,,,
722466,1.9375,1.5625,-0.1875,0,0,0,0,0,0,0,13.0289,33.2241,0,0,0,0,0
,,,,,,,,,,,,,,,,,
722491,2.125,1.5625,-0.1875,0,0,0,0,0,0,0,13.6266,32.362,0,0,0,0,0
,,,,,,,,,,,,,,,,,
722516,2.125,1.5625,-0.1875,0,0,0,0,0,0,0,13.7161,31.0517,0,0,0,0,0
,,,,,,,,,,,,,,,,,
722541,2.125,1.5625,-0.1875,0,0,0,0,0,0,0,13.3216,32.862,0,0,0,0,0
,,,,,,,,,,,,,,,,,
722566,2.25,1.5625,-0.1875,0,0,0,0,0,0,0,8.6139,35.7068,0,0,0,0,0
,,,,,,,,,,,,,,,,,
722591,2.4375,1.5625,-0.1875,0,0,0,0,0,0,0,13.7161,40.0862,0,0,0,0,0
,,,,,,,,,,,,,,,,,
722616,2.5625,1.5625,-0.1875,0,0,0,0,0,0,0,13.6712,40.3448,0,0,0,0,0
,,,,,,,,,,,,,,,,,
722641,2.9375,1.5625,-0.1875,0,0,0,0,0,0,0,13.3216,27.7758,0,0,0,0,0
,,,,,,,,,,,,,,,,,
722666,3.25,1.5625,-0.1875,0,0,0,0,0,0,0,13.1529,43.3103,0,0,0,0,0
,,,,,,,,,,,,,,,,,
722691,3.3125,1.5625,-0.1875,0,0,0,0,0,0,0,13.3216,163.7931,0,0,0,0,0
,,,,,,,,,,,,,,,,,
722716,3.4375,1.5625,-0.1875,0,0,0,0,0,0,0,13.3216,128.5517,0,0,0,0,0
,,,,,,,,,,,,,,,,,
722741,3.5,1.5625,-0.1875,0,0,0,0,0,0,0,13.1529,29.9137,0,0,0,0,0
,,,,,,,,,,,,,,,,,
